Timestamp,Heart Rate (BPM),Prosody Level Applied,Reference HR
2025-11-18 14:13:42.967992,67,1.00,68
2025-11-18 14:13:43.807792,67,1.00,68
2025-11-18 14:13:44.768013,68,1.00,68
2025-11-18 14:13:45.791007,69,1.00,68
2025-11-18 14:13:46.807159,69,1.00,68
2025-11-18 14:13:47.827291,69,1.00,68
2025-11-18 14:13:48.787035,69,1.00,68
2025-11-18 14:13:49.806832,69,1.00,68
2025-11-18 14:13:50.767616,69,1.00,68
2025-11-18 14:13:51.790646,70,1.00,68
2025-11-18 14:13:52.868214,71,1.00,68
2025-11-18 14:13:53.392452,71,1.00,68
2025-11-18 14:13:53.766591,71,1.00,68
2025-11-18 14:13:54.787915,71,1.00,68
2025-11-18 14:13:55.808310,71,1.00,68
2025-11-18 14:13:56.828422,71,1.00,68
2025-11-18 14:13:57.790087,70,1.00,68
2025-11-18 14:13:58.809246,70,1.00,68
2025-11-18 14:13:59.769478,70,1.00,68
2025-11-18 14:14:00.789570,70,1.00,68
2025-11-18 14:14:01.868191,71,1.00,68
2025-11-18 14:14:02.769557,70,1.00,68
2025-11-18 14:14:03.789920,69,1.00,68
2025-11-18 14:14:04.868287,68,1.00,68
2025-11-18 14:14:05.769952,68,1.00,68
2025-11-18 14:14:06.789463,68,1.00,68
2025-11-18 14:14:07.809316,68,1.00,68
2025-11-18 14:14:08.769776,68,1.00,68
2025-11-18 14:14:09.849336,68,1.00,68
2025-11-18 14:14:10.807642,68,1.00,68
2025-11-18 14:14:11.828293,68,1.00,68
2025-11-18 14:14:12.788644,68,1.00,68
2025-11-18 14:14:13.809828,68,1.00,68
2025-11-18 14:14:14.769969,68,1.00,68
2025-11-18 14:14:15.789281,68,1.00,68
2025-11-18 14:14:16.808276,69,1.00,68
2025-11-18 14:14:17.767628,69,1.00,68
2025-11-18 14:14:18.788626,69,1.00,68
2025-11-18 14:14:19.809504,70,1.00,68
2025-11-18 14:14:20.769060,70,1.00,68
2025-11-18 14:14:21.789862,71,1.00,68
2025-11-18 14:14:22.808400,72,1.00,68
2025-11-18 14:14:23.768150,72,1.00,68
2025-11-18 14:14:24.788994,73,1.00,68
2025-11-18 14:14:25.867975,73,1.00,68
2025-11-18 14:14:26.768725,74,1.00,68
2025-11-18 14:14:27.789883,74,1.00,68
2025-11-18 14:14:28.808157,74,1.00,68
2025-11-18 14:14:29.766994,74,1.00,68
2025-11-18 14:14:30.790096,75,1.00,68
2025-11-18 14:14:31.806922,75,1.00,68
2025-11-18 14:14:32.768083,75,1.00,68
2025-11-18 14:14:33.787714,74,1.00,68
2025-11-18 14:14:34.808877,74,1.00,68
2025-11-18 14:14:35.766722,74,1.00,68
2025-11-18 14:14:36.848546,73,1.00,68
2025-11-18 14:14:37.808047,72,1.00,68
2025-11-18 14:14:38.768236,72,1.00,68
2025-11-18 14:14:39.788207,71,1.00,68
2025-11-18 14:14:40.807921,71,1.00,68
2025-11-18 14:14:41.768020,71,1.00,68
2025-11-18 14:14:42.788105,71,1.00,68
2025-11-18 14:14:43.807070,72,1.00,68
2025-11-18 14:14:44.831140,72,1.00,68
2025-11-18 14:14:45.788041,72,1.00,68
2025-11-18 14:14:46.808116,72,1.00,68
2025-11-18 14:14:47.768036,73,1.00,68
2025-11-18 14:14:48.788566,73,1.00,68
2025-11-18 14:14:49.808062,73,1.00,68
2025-11-18 14:14:50.767118,73,1.00,68
2025-11-18 14:14:51.788234,73,1.00,68
2025-11-18 14:14:52.807145,73,1.00,68
2025-11-18 14:14:53.767615,73,1.00,68
2025-11-18 14:14:54.789397,73,1.00,68
2025-11-18 14:14:55.807101,72,1.00,68
2025-11-18 14:14:56.766928,72,1.00,68
2025-11-18 14:14:57.848123,72,1.00,68
2025-11-18 14:14:58.867752,72,1.00,68
2025-11-18 14:14:59.767174,72,1.00,68
2025-11-18 14:15:00.790119,73,1.00,68
2025-11-18 14:15:01.807015,73,1.00,68
2025-11-18 14:15:02.767418,73,1.00,68
2025-11-18 14:15:03.787856,74,1.00,68
2025-11-18 14:15:04.807123,73,1.00,68
2025-11-18 14:15:05.767338,73,1.00,68
2025-11-18 14:15:06.787882,72,1.00,68
2025-11-18 14:15:07.867367,72,1.00,68
2025-11-18 14:15:08.768381,71,1.00,68
2025-11-18 14:15:09.787652,71,1.00,68
2025-11-18 14:15:10.807507,70,1.00,68
2025-11-18 14:15:11.767404,69,1.00,68
2025-11-18 14:15:12.906747,69,1.00,68
2025-11-18 14:15:13.807096,69,1.00,68
2025-11-18 14:15:14.766484,69,1.00,68
2025-11-18 14:15:15.787223,69,1.00,68
2025-11-18 14:15:16.869323,70,1.00,68
2025-11-18 14:15:17.834596,70,1.00,68
2025-11-18 14:15:18.786829,71,1.00,68
2025-11-18 14:15:19.806891,71,1.00,68
2025-11-18 14:15:20.767669,72,1.00,68
2025-11-18 14:15:21.787301,73,1.00,68
2025-11-18 14:15:22.806895,73,1.00,68
2025-11-18 14:15:23.767872,73,1.00,68
2025-11-18 14:15:24.794828,73,1.00,68
2025-11-18 14:15:25.808661,73,1.00,68
2025-11-18 14:15:26.768349,73,1.00,68
2025-11-18 14:15:27.787880,73,1.00,68
2025-11-18 14:15:28.806941,73,1.00,68
2025-11-18 14:15:29.826879,73,1.00,68
2025-11-18 14:15:30.787131,73,1.00,68
2025-11-18 14:15:31.867303,74,1.00,68
2025-11-18 14:15:32.768235,74,1.00,68
2025-11-18 14:15:33.788652,74,1.00,68
2025-11-18 14:15:34.806951,75,1.00,68
2025-11-18 14:15:35.828368,76,1.00,68
2025-11-18 14:15:36.788211,76,1.00,68
2025-11-18 14:15:37.807736,77,1.00,68
2025-11-18 14:15:38.768477,78,1.00,68
2025-11-18 14:15:39.788538,79,1.00,68
2025-11-18 14:15:40.809052,79,1.00,68
